"category","news_link","title","description","time"
"Business","https://www.thedailystar.net/business/news/yunus-bank-dedicated-microcredit-3896641","Yunus for a bank dedicated to microcredit","Chief Adviser Prof Muhammad Yunus yesterday proposed the establishment of a dedicated microcredit bank based on the social business model. While inaugurating the Microcredit Regulatory Authority (MRA) building in the capital's Agargaon, he said the proposed bank would not be a conventional one. ""A new perspective is needed here [microfinance sector], and that is establishing a microcredit bank,"" said Yunus, who pioneered the concept of microcredit and microfinance. Yunus and Grameen Bank, which he founded, were jointly awarded the Nobel peace prize in 2006 for their efforts to ""create economic and social development from below"". Grameen Bank's objective has been to provide small loans to the poor without requiring collateral -- a system known as microcredit. The chief adviser noted that microfinance organisations currently operate under an NGO-style framework. ""If they want to transition out of the NGO-style stage, they must evolve into a full-fledged bank."" He added that a separate law should be enacted for the proposed microcredit bank. ""This must be a new kind of bank. The Microcredit Regulatory Authority or any other organisation can serve as its regulatory body."" He said that when such a licence is granted, it must clearly state that it is not for conventional banking operations, adding that it will function as a social business entity to ensure that owners cannot extract profits. Yunus said the proposed bank would also provide young people with loans in the form of venture capital, allowing them to invest in their businesses and become entrepreneurs. ""If the young people get capital for their business from the bank, they will never [have to] run around for a job."" Citing Grameen Bank as an example, he said that microcredit recipients would be the owners of the proposed bank. Reflecting on Grameen Bank's evolution as a microcredit institution, he described the microcredit system as the ""real banking system"", contrasting it with conventional banks that disburse loans against guarantees. ""Grameen Bank extends credit to the poor based on trust."" The remarks come at a time when, ironically, collateral-based banks -- the so-called ""real banks"" -- have vanished into thin air. ""They are nowhere to be found, their funds have disappeared, and their institutions have collapsed,"" Yunus said. ""Meanwhile, the microcredit system remains strong. No one has embezzled money, no one has fled the country with funds."" The chief adviser also pointed out that the question of regulatory oversight is not unique to Bangladesh. ""Every country that has implemented microcredit has faced challenges. ""I have repeatedly told them [other nations] they do not need to overthink the matter, as Bangladesh has already provided a solution. The Microcredit Regulatory Authority [MRA] has not only served Bangladesh but has also been instrumental in assisting many countries."" The MRA was founded in 2006, with a vision to create a transparent and accountable microfinance sector to help alleviate poverty and ensure sustainable national development. Yunus also recalled the period before the establishment of the MRA, when there was a push to bring non-government microfinance institutions (MFIs) under a regulatory framework. As of this March, there are 4.29 crore microcredit beneficiaries from MFIs -- 91 percent of whom are women. GOVT MULLS NEW LAW Bangladesh Bank Governor Ahsan H Mansur, who also chairs the MRA, said microcredit has made significant progress. ""Currently, the microcredit sector holds assets equivalent to 10 percent of the banking industry. More importantly, where traditional banking has weaknesses, microcredit has established a strong foundation."" He noted that members' savings have exceeded Tk 68,000 crore, while the accumulated surplus has surpassed Tk 61,000 crore. Mansur added that the microcredit system will face new challenges as the rural economy expands and agent banking continues to grow. ""Right now, microcredit institutions have around 26,000 branches, while agent banking branches have surpassed 20,000. This healthy competition is fostering formal financial integration into rural economies, and microfinance institutions must adapt to these challenges to remain relevant."" To improve the functionality of the microcredit sector, he said the regulatory authority and Bangladesh Bank will work together. ""A draft law on microcredit regulation has already been prepared and will soon be presented to the government."" Finance Adviser Salehuddin Ahmed emphasised that the regulations must be user-friendly rather than overly restrictive, ensuring that nothing is imposed forcefully. He also said the MRA should focus not only on regulation but also on promotion of the sector. Anisuzzaman Chowdhury, special assistant to the chief adviser, Nazma Mobarek, secretary to the Financial Institutions Division, and Prof Mohammed Helal Uddin, executive vice chairman of the MRA, also spoke at the event.","Sun May 18, 2025 12:07 AM         Last update on: Sun May 18, 2025 02:48 AM"
"Business","https://www.thedailystar.net/business/economy/news/address-banking-energy-issues-restore-business-confidence-3897106","Address banking, energy issues to restore business confidence","Bangladesh is dealing with one of its most challenging political and economic shifts, and the US tariff hike to 37 percent on its exports could worsen the situation. This could turn out to be a big problem for the economy, especially for the readymade garment (RMG) industry, which is Bangladesh's primary export item. If this tariff rate ends up being imposed, it could badly hurt the industry and cause foreign investors to lose interest in the country. ""This tariff is not just a policy shift—it is a crisis,"" said Anwar-Ul-Alam Chowdhury (Parvez), president of the Bangladesh Chamber of Industries (BCI), in an interview with The Daily Star. ""It could trigger factory closures, massive job losses, and long-term damage to our export base,"" he said. In his assessment, Chowdhury warned that unless six critical fault lines were urgently addressed, Bangladesh risks slipping into a cycle of stagnation—while regional competitors surge ahead. Four of the six issues are the deterioration of law and order, growing challenges in compliance and labour regulation reforms, inadequate gas and power supplies, and vulnerabilities in the financial and banking sectors. The remaining two are burdensome and inconsistent taxation policies and the need to safeguard the future of exports and manufacturing. Chowdhury commented that rising crime and violence—often linked to elements of the past regime—along with politicised and demotivated law enforcement agencies and bureaucratic inefficiencies, were undermining law and order. This is also weakening governance and eroding public and investor confidence. ""We are at a crossroads. Bangladesh must act boldly and decisively—or risk losing relevance,"" he said. According to Chowdhury, the shifting geopolitical landscape—triggered by US-China trade tensions, war-induced supply chain realignments, and evolving Indo-Pacific strategies—has opened a rare window for Bangladesh. He warned that delays in reform would divert investment flows to better-prepared neighbours like Vietnam, India, and Indonesia. Industries in Bangladesh are under immense pressure, he said. The RMG sector, which generates more than 80 percent of the country's export earnings, has reported over $400 million in production losses due to factory shutdowns caused by labour unrest and compliance uncertainties, said the BCI president. The textiles, ceramics, and leather sectors are also facing a severe energy crisis, with frequent power cuts and gas shortages forcing operations to be scaled down, he said. Many manufacturers are struggling to stay afloat amid surging costs of imported liquefied natural gas (LNG) and delayed government response, he said. ""We are paying the price for years of underinvestment in energy and infrastructure. Insufficient energy supply is the single biggest threat to our industrial backbone,"" he added. Rolling blackouts and erratic gas supply have disrupted production across sectors. The reliance on costly LNG imports has proven unsustainable. ""If we don't secure energy, we can't grow. It's that simple,"" he said. In spite of recommendations made by policy experts for years, Bangladesh continues to rank poorly in the ease of doing business, bogged down by delays in tax refunds, customs clearance, and factory registration processes, he said. Although Bangladesh has a young and growing labour force, employers struggle to find job-ready graduates. ""We are producing degrees, not skills,"" said Chowdhury. He advocated for stronger links between universities and industries, reforms in technical education, and private sector-led training programmes. ""Our demographic dividend is becoming a liability. That must change,"" he said. The BCI president highlighted that overdependence on garments for foreign currency earnings is a critical vulnerability, especially in the post-least developed country (LDC) era when duty-free market access will be phased out. He said Bangladesh's LDC graduation would revoke critical trade benefits, including waivers and preferential tariffs enabled by the Trade-Related Aspects of Intellectual Property Rights (TRIPS) agreement, which establishes minimum standards for intellectual property protection. ""Graduation is irreversible. Without preparation, we will lose markets,"" he said. The pharmaceutical industry remains heavily reliant on imported active pharmaceutical ingredients (APIs) and policy exemptions. Post-graduation, production costs will rise, and registering products in overseas markets will be more difficult, he said. ""If we do not prepare the sector, we risk being overtaken by Indian and Chinese firms—both locally and globally,"" he cautioned. Chowdhury also emphasised how Bangladesh was losing ground to regional peers. He drew comparisons with India, where states like Gujarat, Maharashtra, and Andhra Pradesh were offering subsidies of 30 percent to 45 percent on capital machinery, power rebates, and low-interest loan support to exporters. ""Vietnam delivers a container to the US at $1,100. We pay $1,800 from Chattogram. It's a logistics nightmare—and disastrous for competitiveness,"" he added. He called for deregulation in the energy sector, negotiations for free trade agreements (FTAs), digitalised customs processes, and incentives for new export sectors. ""The delay is costing us billions in lost orders, jobs, and reputation. You can't expect investors to commit when the political future is uncertain,"" added Chowdhury. The flow of foreign direct investment (FDI) has slowed as investors express concern over institutional unpredictability, contract enforcement, and rising political risk, he said. ""We need rule-based governance, timely justice, and a clear anti-corruption framework. Only then will capital flow back,"" he stressed. The BCI president warned that the current uncoordinated approach was pushing global buyers to opt for other countries having smoother compliance regimes. Urgent government action is needed to negotiate relief, expand into new markets, and restore investor confidence. ""Reform is no longer optional—it's our only way forward,"" said Chowdhury.","Sun May 18, 2025 12:01 AM         Last update on: Sun May 18, 2025 12:55 AM"
"Business","https://www.thedailystar.net/business/news/mutual-trust-banks-q1-profit-rises-11-3896791","Mutual Trust Bank’s Q1 profit rises 11%","Mutual Trust Bank PLC reported higher profits in the first quarter of 2025 as its operating profit rose. The private commercial lender made a profit of Tk 85 crore in the January-March quarter, up 11 percent year-on-year, according to its financial statement. The increase follows a 10 percent year-on-year growth in consolidated profit in 2024, when the bank made Tk 569.84 crore. Its earnings per share (EPS) rose to Tk 0.87 in the January-March quarter, up from Tk 0.78 in the same period a year ago. The bank said that its EPS increased compared to the same period last year due to an increase in profit before provision (operating profit). However, the bank's net interest income, or profit on investments, dropped 71 percent year-on-year to Tk 51.40 crore, mainly due to a 61 percent rise in interest paid or profit shared on deposits and borrowings, which stood at Tk 659.77 crore. Its net operating cash flow per share plunged to Tk 0.04 during the January-March quarter from Tk 14.22 in the same quarter last year. As of March 31, 2025, sponsor-directors held 46.17 percent of the bank's shares, institutional investors 14.24 percent, foreign investors 31.97 percent, and the general public 7.62 percent. Incorporated in 1999, Mutual Trust Bank operates 120 branches, 46 sub-branches, and 182 agent banking centres across the country, according to its website. profits in the first quarter of 2025 as its operating profit rose.  The private commercial lender made a profit of Tk 85 crore in the January-March quarter, up 11 percent year-on-year, according to its financial statement. The increase follows a 10 percent year-on-year growth in consolidated profit in 2024, when the bank made Tk 569.84 crore. Its earnings per share (EPS) rose to Tk 0.87 in the January-March quarter, up from Tk 0.78 in the same period a year ago. The bank said that its EPS has increased compared to the same period of last year due to an increase in profit before provision (operating profit). However, the bank's net interest income, or profit on investments, dropped 71 percent year-on-year to Tk 51.40 crore, mainly due to a 61 percent rise in interest paid or profit shared on deposits and borrowings, which stood at Tk 659.77 crore. Its net operating cash flow per share plunged to Tk 0.04 during January-March quarter from Tk 14.22 in the same quarter last year. As of March 31, 2025, sponsor-directors held 46.17 percent of the bank's shares, institutional investors 14.24 percent, foreign investors 31.97 percent, and the general public 7.62 percent. Incorporated in 1999, Mutual Trust Bank operates 120 branches, 46 sub-branches and 182 agent banking centres across the country, according to its website.","Sun May 18, 2025 12:00 AM         Last update on: Sun May 18, 2025 12:51 AM"
"Business","https://www.thedailystar.net/business/news/jamuna-banks-profit-goes-9-q1-3896801","Jamuna Bank’s profit goes up 9% in Q1","Jamuna Bank PLC reported higher profits in the first quarter of the 2025 financial year. The private lender posted a consolidated profit of Tk 191.62 crore, up 9 percent year-on-year. The bank's profit grew 18 percent year-on-year to Tk 279.59 crore in 2024. For the January-March quarter of 2025, the bank's consolidated earnings per share (EPS) stood at Tk 2.04, up from Tk 1.86 (restated) in the same period a year earlier, according to a recent disclosure on the Dhaka Stock Exchange (DSE) website. Its consolidated net operating cash flow per share (NOCFPS) rose to Tk 35.47 from Tk 28.87 (restated). Jamuna Bank attributed the rise in NOCFPS to increased income from interest, fees, commission, and investments. It also noted an increase in net asset value due to higher retained earnings and a revaluation reserve. As of April 30, 2025, sponsors and directors held 45.16 percent of the company's shares, the public 49.85 percent, and the rest institutional and foreign investors, according to DSE data. Established in 2001, Jamuna Bank operates 167 branches and 110 sub-branches across Bangladesh and is expanding its footprint through ATMs, agent banking outlets, and collection booths, as per its website.","Sun May 18, 2025 12:00 AM         Last update on: Sun May 18, 2025 12:51 AM"
"Business","https://www.thedailystar.net/business/banking/news/mercantile-bank-mastercard-launch-new-range-cards-3896961","Mercantile Bank, Mastercard launch new range of cards","Mercantile Bank PLC, in collaboration with Mastercard, has launched a portfolio of new cards, offering exceptional convenience, benefits, and financial flexibility to cardholders in Bangladesh. The portfolio comprises the Mastercard Titanium Credit Card, World Mastercard Credit Card, Mastercard Debit Card, Mastercard Platinum Global Debit Card, and a Mastercard Prepaid Card. These cards are equipped with contactless technology, dual-currency support, and are secured by robust two-factor authentication, ensuring a seamless and secure payment experience for both domestic and international transactions. Cardholders can enjoy privileges across travel, lifestyle, and dining categories, along with attractive discounts and exclusive deals at over 9,000 partner merchant outlets of Mastercard and Mercantile Bank PLC throughout the country. Additionally, they have the facility to withdraw cash at any time from both domestic and international ATMs, ensuring uninterrupted access to funds. Salehuddin Ahmed, adviser to Ministry of Finance and Ministry of Science and Technology, inaugurated the cards as the chief guest at the Radisson Blu Water Garden Hotel in Dhaka today, said a press release. Salehuddin Ahmed stated, ""We are committed to encouraging digital transactions as much as possible, as they ensure greater transparency and traceability, especially through platforms like Mastercard."" ""While digital adoption is growing, it's important to address the concerns people face, such as excessive questioning by banks, which often hinders broader participation. Credit cards, in particular, play a crucial role in facilitating remittance and driving financial inclusion."" ""I extend my best wishes to both Mercantile Bank and Mastercard for their continued efforts in advancing private sector development and promoting digital transformation in the financial ecosystem,"" he added. Md Zakir Hossain Chowdhury, deputy governor of Bangladesh Bank, and Md Anwarul Haque, chairman of Mercantile Bank PLC, joined the event as special guests. Akram Hossain (Humayun), vice-chairman of the bank; MA Khan Belal, chairman of executive committee; Mohammad Abdul Awal, chairman of risk management committee; and Mosharref Hossain, Director; were present. Among others, Mati Ul Hasan, managing director of Mercantile Bank; Md Zahid Hossain, deputy managing director and chief business officer; Tapash Chandra Paul, chief financial officer; Md Zakir Hossain and Shamim Ahmed, deputy managing directors; Mostafizur Rahman, head of cards; Syed Mohammad Kamal, country manager for Bangladesh at Mastercard; and Zakia Sultana, director, were also present.","Sat May 17, 2025 08:54 PM         Last update on: Sat May 17, 2025 08:54 PM"
"Business","https://www.thedailystar.net/business/banking/news/nrb-bank-gets-new-chairman-risk-management-committee-3896901","NRB Bank gets new chairman of risk management committee","NRB Bank PLC has recently elected Shaikh Md Salim, former executive director of Bangladesh Bank, as the chairman of its Risk Management Committee. The appointment was confirmed during a meeting of the bank's board of directors, according to a press release. Salim commenced his professional banking career in 1993 as an assistant director at Bangladesh Bank, eventually rising to the position of executive director. With over three decades of experience at the central bank, he has cultivated expertise in financial analysis, project management, data-driven decision-making, credit appraisal, and the evaluation of banks and non-bank financial institutions. He earned his bachelor's degree in electrical and electronic engineering from the Khulna University of Engineering & Technology in 1987, and completed an MBA in financial management from the University of Hull, the United Kingdom in 2003.","Sat May 17, 2025 08:50 PM         Last update on: Sat May 17, 2025 08:48 PM"
"Business","https://www.thedailystar.net/business/news/revenue-management-risk-coming-under-executive-control-tib-3896966","Revenue management at risk of coming under executive control: TIB","Transparency International Bangladesh (TIB) has expressed concern over the hasty issuance of the ordinance abolishing the National Board of Revenue (NBR) and creating two separate divisions for revenue policy and management. In a press release, the anti-graft watchdog warned that the move risks placing revenue management under the control of the executive branch. While the initiative was undertaken based on a rationale to separate revenue policy and revenue management to ensure policy independence, transparency, accountability, increase the tax-to-GDP ratio, and achieve revenue collection targets, it ultimately fails to allow the minimum degree of autonomy that revenue management should enjoy from the executive, TIB said. The statement by TIB comes at a time when revenue officials have been observing a pen-down strike with a three-point demand, including repealing the new Revenue Policy and Revenue Management Ordinance, 2025, which seeks the dissolution of the NBR and the Internal Resources Division. TIB Executive Director Iftekharuzzaman said there has been a longstanding demand to separate policy formulation and implementation in the revenue sector to establish transparency and accountability. This is because keeping these two crucial functions within a single structure has often led to conflicts of interest, collusive corruption, bureaucratic delays, and failures in meeting revenue targets—placing the country in embarrassing situations both nationally and internationally. The most recent advisory committee on revenue reform, along with various stakeholders and experts over time, has recommended decentralisation of revenue management. ""In this context, we want to consider the interim government's policy-level initiative positively. However, it raises serious questions as to why the ordinance was issued bypassing the recommendations of the advisory committee formed specifically for revenue reform,"" he said. ""In whose interest were these recommendations ignored during the formulation of the ordinance?"" he questioned. He added, ""In the name of decentralising the revenue board, the ordinance has effectively turned it into an institution under the control of the government, particularly the Ministry of Finance."" TIB, citing international best practices, said a country's revenue policy and management should be handled by an independent agency, board, or authority with legal safeguards to ensure it remains free from political and administrative influence. However, by disregarding the core recommendation of the advisory committee, the country's revenue system has now been transformed into two departments under the executive branch, it added. ""As a result, there remains ample scope for irregularities, including corruption and conflicts of interest, in the formulation and implementation of tax policies,"" according to the TIB press statement. It is not unreasonable to assume that these risks may even increase. To achieve the expected revenue targets and ensure transparency and accountability in revenue management, there is no alternative to placing the two newly formed departments beyond the reach of political and administrative influence through legal safeguards, it added. ""This decision by the government has already fuelled existing inter-cadre tensions—something that cannot be ignored."" Iftekharuzzaman said simply decentralising the revenue system will not automatically lead to the desired outcomes. He noted that it is well known that irregularities and collusive fraud in revenue assessment and collection are among the major means of tax evasion in Bangladesh. ""Despite various initiatives over the years, we have seen that the processes of filing income tax returns and collecting VAT are yet to be fully digitised; harassment and corruption have not declined; invoice fraud remains unchecked; tax evasion and money laundering continue unabated.""","Sat May 17, 2025 08:43 PM         Last update on: Sat May 17, 2025 08:49 PM"
"Business","https://www.thedailystar.net/business/banking/news/citizens-bank-unveils-atm-narayanganj-bscic-3896906","Citizens Bank unveils ATM in Narayanganj BSCIC ","Citizens Bank PLC has recently inaugurated an ATM booth at the Bangladesh Small and Cottage Industries Corporation (BSCIC) in Narayanganj, with the aim of providing enhanced banking facilities to employees of NR Group under the existing payroll agreement. Md Abdul Latif, deputy managing director of the bank, inaugurated the booth as the chief guest, according to a press release. Md Waheed Imam, senior executive vice-president and company secretary of the bank, and Md Nurul Islam, head of knit composite dyeing and all over printing at NR Group, attended the programme. Ahmmad Kabir Rasel, general manager of accounts and finance at NRG Knit Composite, and Md Mostofa Kamal, manager of payroll at NR Group, were also present at the ceremony, alongside senior officials from both organisations.","Sat May 17, 2025 08:25 PM         Last update on: Sat May 17, 2025 08:36 PM"
"Business","https://www.thedailystar.net/business/news/central-bank-caps-passport-endorsement-fee-tk-300-3896836","Central bank caps passport endorsement fee at Tk 300","Banks can now charge a maximum of Tk 300 as a passport endorsement fee, and no additional service fee or charge may be collected beyond this amount, according to a notice issued by Bangladesh Bank today. The central bank stated that it had observed scheduled banks, through their authorised dealer branches, collecting passport endorsement fees and charges at varying rates, along with additional service fees or commissions during the sale of foreign currency. This practice has discouraged customers from purchasing foreign currency from banks, as reported to Bangladesh Bank through various channels, the notice added. As a result, the banking regulator has, for the first time, fixed the passport endorsement fee in an effort to encourage the purchase of foreign currency through legal channels. The banking watchdog issued the notice under the authority granted by Section 45 of the Bank Company Act, 1991, and it will take effect immediately.","Sat May 17, 2025 06:23 PM         Last update on: Sun May 18, 2025 01:09 PM"
"Business","https://www.thedailystar.net/business/news/the-new-canvas-how-generative-ai-changing-the-future-creative-work-bangladesh-3896806","The new canvas: how generative AI is changing the future of creative work in Bangladesh","From the bustling alleys of Dhaka to the quiet courtyards of Netrokona, a new creative energy is rising across Bangladesh. Young people everywhere—armed with dreams, basic laptops, and a mobile connection—are entering the digital design world. Whether through a local ICT training centre in Jashore, an online course in Chattogram, or a freelancing group in Rajshahi, the goal is to earn, create, and connect with global opportunities. But while their ambition is clear, many are still learning tools that are no longer industry standard. The rest of the world is already designing with Artificial Intelligence, and Bangladesh must catch up fast. Today, generative AI is rewriting the rules of creativity. Tools like Stable Diffusion and DALL·E 3 allow users to turn simple text prompts into stunning visuals in seconds. A person can type ""a modern office logo with traditional motifs"" or ""a coastal village sunset for a tourism poster,"" and instantly receive professional-quality results. Meanwhile, platforms like Canva—already popular in Bangladesh—have introduced AI-based features that simplify layout design, video editing, and brand creation. The result is that what once took days of careful work can now be completed in minutes, with almost no prior training in graphic software. For a country with millions of digitally inclined youth, this is not just a trend—it's a turning point. More than 60 percent of Bangladesh's population is under 35. This massive demographic advantage—often called a demographic dividend—can either drive the economy forward or weigh it down, depending on how we prepare our youth. We can turn this population into a force of value generation with AI-powered design skills. If even a small percentage of our youth become successful AI-enhanced freelancers or entrepreneurs, the country could earn billions in annual income, reduce youth unemployment, and grow a sustainable, knowledge-based export sector. This is not a theory; this is already happening. In Khulna, a group of final-year students uses Canva and DALL·E 3 to create product packaging for small businesses in the UAE. In Bogura, a freelancer who switched from traditional Photoshop to Stable Diffusion now handles design tasks for three international clients and has tripled his income. In Barishal, a group of girls from a local ICT centre are designing Facebook campaigns for local fashion brands using Canva's AI layout generator. In Mymensingh, a graduate with a diploma now creates concept art for indie game developers in Germany using prompt-based visual creation through AI tools. These are not rare cases but early signals of a larger possibility. If we can train and mobilise one million youth in AI-powered design and content creation, each earning even $300 per month, that would mean over $3.6 billion flowing into the economy annually—without factories, without exports, and with minimal infrastructure. That is the cumulative impact we are ignoring at our own risk. But this impact is not just economic. When a young woman in Nilphamari earns her first dollar by selling an AI-generated design on Etsy, she gains income, dignity, and confidence. When a boy in Rangpur becomes a visual storyteller using Canva's AI tools, he doesn't need to migrate for work—he brings opportunity home. When a madrasa graduate in Cumilla learns to design Da'wah posters with DALL·E 3 and shares them online, he's contributing to community education while building digital skills. This is how we create an inclusive economy—by giving tools, access, and belief to every corner of society. The government of Bangladesh has already committed to digital development through initiatives like the ICT Division's skills programmes, LEDP, and SEIP. However, most of these training curricula were created before the rise of AI. They taught basic freelancing, graphic design, and content marketing, but now need to evolve rapidly to meet global standards. We must revise our national curriculum in public education and private training centres to include Stable Diffusion, DALL·E 3, Canva AI, and prompt engineering as part of regular training. Our instructors must be retrained. Our content must be translated into Bangla. And our delivery must reach every district—from Cox's Bazar to Thakurgaon. A district-focused model can multiply this impact. In Rajshahi, known for its rich culture and artistic heritage, AI can help digitise traditional patterns into sellable global merchandise. In Narayanganj, the design needs of small garment exporters can be supported by local youth trained in prompt-based branding. In Noakhali, AI-powered design kiosks can be set up in union digital centres, helping farmers or shopkeepers make marketing posters. Sylhet's diaspora connections can be tapped by creating freelance design agencies that serve the UK and European Bangladeshi community. In Bandarban, trained tribal youth can build visual stories of their heritage, promote tourism, and sell creative content globally. The canvas is limitless—if we provide the brush. The private sector must join this movement. Internet providers, banks, telecom companies, NGOs, and universities can co-host AI design bootcamps, sponsor creative challenges, and offer microgrants to rural AI creators. A student in Gopalganj should not be denied the future because they didn't have Canva Pro access or didn't hear of DALL·E 3. Inclusion must be intentional. Bangladesh has consistently proven that it can adapt and leapfrog. From basic phones to mobile banking, garments to digital commerce, we move when mobilised. Now is the time to mobilise around generative AI—not as a tech buzzword but as a national tool for income, innovation, and inspiration. With proper direction, this movement could become our next garment industry—only brighter, cleaner, and fully digital. Our young people are ready. They are creative, connected, and courageous. All they need now is guidance, access, and trust. We must give them the tools of tomorrow—today. Let us not wait for the future to arrive. Let us build it—with our youth, talent, and a new canvas filled with AI-powered creativity. The writer is the chairman of Bitbyte Technology Limited.","Sat May 17, 2025 05:56 PM         Last update on: Sat May 17, 2025 05:59 PM"
"Business","https://www.thedailystar.net/business/news/stocks-rebound-losing-streak-3896781","Stocks rebound from losing streak ","Indices on the Dhaka Stock Exchange (DSE) closed higher today, breaking a three-day losing streak. The DSE was open today as part of the government's directive to keep offices open on Saturdays, May 17 and May 24, before the Eid vacation.  The DSE confirmed the schedule change through a disclosure on its website on May 12. The DSEX, the benchmark index of the premier bourse, gained 39.44 points, or 0.82 percent, to close at 4,820.46. The Shariah-compliant DSES index went up by 1.33 percent to 1,052.78, while the DS30, which represents blue-chip stocks, increased 1.02 percent to 1,788.301. Turnover, a key indicator of market activity, stood at Tk 262.86 crore during the session, declining 11 percent compared to the previous session. Of the 395 issues traded, 277 advanced, 79 declined, and 40 remained unchanged, indicating positive investor activity.  International Leasing & Financial Services posted the highest gain, rising 10 percent, while Mercantile Islami Insurance registered the biggest loss, dropping 5 percent.","Sat May 17, 2025 05:04 PM         Last update on: Sat May 17, 2025 05:07 PM"
"Business","https://www.thedailystar.net/business/news/without-capital-markets-reform-bangladesh-will-stay-invisible-the-world-3896686","Without capital markets reform, Bangladesh will stay invisible to the world","On May 11, the Government of Bangladesh made a welcome announcement: a five-point directive to reform the country's capital markets. The goal is to improve transparency, regulatory integrity, and investor confidence—an acknowledgement that the current system is no longer fit for purpose. It's the right move. But unless this decision is followed by bold, structural action, it risks becoming yet another well-meaning reform lost in translation. Here's why this moment matters. Over $100 trillion is allocated globally every year by institutional investors—pension funds, sovereign wealth funds, insurance companies, and endowments. This capital doesn't chase headlines or potential. It follows systems: transparency, liquidity, governance, and access. But here's the key: that capital doesn't move based on passion or pitch decks. Someone at Fidelity, Vanguard, or a sovereign wealth fund in Abu Dhabi doesn't wake up and decide to explore Bangladesh because of a headline. They follow mandates—pre-allocated capital flows tied to global indices like MSCI Frontier and Emerging Markets. If Bangladesh isn't in those benchmarks, it often isn't even legally investable for them. No matter how promising the story, how many ""foreign experts"" are brought in, or how many reforms are made—if you're outside the system, you don't exist. Bangladesh currently holds a negligible weight in the MSCI Frontier Index. To fix this, we must first strengthen our presence there, then aim for graduation into the MSCI Emerging Markets Index—where serious, recurring capital flows begin. To put this in perspective: Vietnam's 1 percent MSCI EM allocation gives it access to over $300 billion in global flows every year. Bangladesh, in contrast, has received less than $20 billion in total FDI in its entire history. And this shift won't happen through press releases alone. It requires capital markets professionals at the table and direct engagement with the global institutions and investors who make these decisions. Bangladesh must build an ongoing feedback loop with actual global investors—those managing billions in emerging and frontier market mandates. We need to understand what's keeping them out, what reforms would pull them in, and how we can align our systems with global standards. Too often, policy is made in isolation. But investor mandates are shaped by real constraints. Unless we engage the very people deploying this capital, we risk designing solutions no one can actually use. In Bangladesh, capital markets are still widely misunderstood—too often viewed as speculative gambling dens or playgrounds for the well-connected. That perception is not only outdated—it's actively holding back the entire economy. A mature capital market is what allows a country to finance its future without taking on more debt. It brings in institutional capital—patient, long-term money that funds infrastructure, industry, and innovation. It gives growing businesses access to capital without having to trade favours or rely on opaque networks. Most importantly, it creates jobs. When companies raise capital, they hire. Engineers, compliance officers, operations leads, analysts, designers, lawyers, and researchers. They expand across borders, invest in local talent, and reinvest in innovation. Capital markets also give families, founders, and state-owned enterprises tools to restructure balance sheets—freeing them to grow, fix debt burdens, or scale in ways they never could through traditional lending channels. Without functioning capital markets, Bangladeshi companies stay small, not because of a lack of ambition, but because of a lack of access. We talk endlessly about brain drain, but we rarely ask why it's happening. Bangladeshis are working at the highest levels of global capital markets—on trading desks in New York, in sovereign funds in the Gulf, at regulatory bodies in Singapore, London, and beyond. They haven't stayed away out of disinterest or disloyalty. They've stayed away because there hasn't been a serious, credible system back home where their expertise could be applied—and respected. Now, the government has announced that it will bring in foreign experts to support capital markets reform. That's a welcome step. But before we look outward, we must ask: have we looked inward? We have a world-class bench of Bangladeshi professionals already embedded in the global financial system—people who understand how MSCI works, how capital moves, how systems are reformed, and how institutions are built. If we fail to engage them now, we risk not only overlooking our most relevant talent—but undermining the very idea of self-determined reform. The hunger to return is real. What's missing is opportunity—and trust in a process that values global knowledge without political interference. Capital market reform is the clearest signal we can send to our diaspora that Bangladesh is finally serious. That the country isn't just asking for help—it's ready to build with those who've done it before. Not as token advisors, but as co-architects of the system. We don't need to invent a new playbook. Countries like Vietnam, Indonesia, Morocco, and Romania have already executed successful reform. Here's what a credible roadmap looks like: These reforms are not optional. They are the minimum price of admission to the trillions of dollars allocated every year. Exits build confidence, confidence attracts capital Capital doesn't just need access—it demands an exit. Without that, it won't enter. Functioning markets create predictable exits: IPOs, secondary offerings, bond redemptions. That's why India and Indonesia consistently attract capital across sectors and cycles. Investors trust the systems there. Bangladesh must earn that same trust—not through PR, but through performance. Global capital is going somewhere. If not to Bangladesh, it will go to Vietnam, Indonesia, the Philippines, or Morocco—not because they're inherently better, but because they built what investors need while we stood still. The math is stark: Meanwhile, regional peers such as Indonesia and the Philippines continue to attract substantially more foreign portfolio investment because they've aligned with global standards Global capital is like water. It follows the path of least resistance. We haven't built the pipes—so it flows around us. And the result? Capital markets reform isn't about tweaking the DSE or commissioning another white paper. It's about building the financial backbone of a modern economy that attracts global capital on our terms—not through charity, but through credibility. The government's recent directive is a start. But to succeed, it must engage Bangladeshi talent from around the world—people who've already done this elsewhere and are ready to help rebuild here. This isn't just financial housekeeping. It's nation-building. We can keep waiting for the world to recognise us—or we can build the systems that make us impossible to ignore. The talent is ready. The capital is waiting. It's time to finally build a system worthy of both.   Rahat Ahmed is the founder & managing partner of Anchorless Bangladesh, a New York-based investment firm focused on channelling global capital into Bangladeshi opportunities. He has been professionally investing in emerging and frontier markets—including the Dhaka Stock Exchange—since 2004.","Sat May 17, 2025 02:27 PM         Last update on: Sat May 17, 2025 03:22 PM"
